1.764151344948023947e-01,-5.758167477598088446e-01
2.638655032626449071e-01,-6.178209431407266639e-02
3.471699351350071572e-01,3.540936708086145912e-01
7.553009270385036000e-01,3.884274419146411805e-01
3.457145828525209907e-02,1.491663675445114023e-01
7.392069033367529851e-01,-7.076349990601328299e-01
6.592281688594768818e-01,-3.543988557758835367e-01
6.661565749995497221e-01,8.250429259275129379e-01
9.418880135948326515e-01,-9.994707621872844783e-01
-1.937314671497581964e-01,-3.119287378953982670e-01
-3.545032115890223157e-01,-7.836130469728023185e-01
1.899895119430632384e+00,-1.259679348562749546e+00
6.514039249352323591e-01,-1.030423751597149273e-01
6.158571741429983426e-01,1.380765244353368004e-01
-2.687981944078089991e-01,-3.200981511043671790e-01
9.855772349908014096e-01,-3.877591743242275735e-01
-6.689948616644524337e-01,3.374083699632888234e-01
1.142632925048887582e+00,-6.606040817374803087e-02
2.228036546546425800e-01,-8.193955702564315047e-03
4.240915673721120660e-01,4.583782933720665365e-01
-4.315638206231764418e-01,-7.785296034811994836e-02
-4.203548384547437511e-01,-7.785686186625433436e-01
4.726038782941279215e-01,-6.469436757944773131e-01
1.406729997911059904e+00,-6.757943530540315713e-01
-1.873066399040346219e-02,-7.936547418130357467e-01
4.590776243826329428e-01,7.021226672743963171e-03
1.678479735075064871e+00,-6.406618854414477537e-01
5.391128603182671064e-01,2.718295404454121877e-01
5.063010325170505532e-02,3.499121762115873779e-01
7.136380140898300750e-01,-7.730354781363499850e-01
6.810010734519617026e-01,-3.959289473622550348e-01
-3.884051959825244316e-01,-1.865526231878446017e-01
-1.742588152302526339e-01,-1.310421072687614208e-01
1.889226979632161463e-01,-4.372473288368667887e-01
9.468022505954659662e-01,3.248299288214869796e-01
2.124450086682094785e-01,9.230446836011556577e-01
9.441822969656731290e-01,5.477511748062117158e-01
-5.315999074846632366e-01,-7.168814568312589230e-01
5.718029712998555780e-01,-3.253180925451185090e-01
-8.203877068182331422e-01,7.889878545987526470e-01
3.832016347199194151e-01,-9.486293800640774321e-02
-1.798064505130403390e-02,2.099290235363324708e-01
-2.741087695600925578e-01,-4.047444663763047346e-01
7.283241052225809531e-01,1.624583208398204248e-01
4.870378314612142656e-01,6.852663159844836205e-01
9.765729300252379286e-01,1.230947495040815853e-01
1.680265173641526111e-01,3.823309795110069187e-01
-2.226968230409939742e-02,2.847112394526983906e-02
1.032678008615177223e+00,-1.408292327226411955e-01
1.472955170059627505e+00,-5.701758422790443870e-01
9.345713508604163167e-01,7.289142722784898165e-01
4.305144159298989193e-01,-3.701414065882718818e-01
9.792884254114262443e-01,3.179692380702077159e-01
-6.127328140536842938e-01,-1.416778705404623806e-01
9.241805683905098823e-01,-1.874565238895251340e-01
1.469810323900665738e-01,-5.737162146161594034e-01
1.475573077310372350e+00,-5.880949026061218499e-01
6.509691974547575644e-01,-2.176796654538835640e-01
1.006802063581683448e+00,-6.625623312785078323e-02
7.987803172960538101e-01,1.490970458852417524e-01
-1.620619352416915182e-01,-6.473937486776659700e-02
6.371319099702338340e-01,5.331165942928536294e-01
5.443893288278150999e-01,-6.269222133484160242e-01
5.790529262963173274e-01,-5.904747517345065866e-01
-2.266996843647293147e-01,-2.782379849084970491e-01
1.263376012212494626e+00,-6.317770929764455756e-01
1.724106899740184717e+00,-8.653572430236642354e-01
8.987069199629320604e-01,-1.076111574557219175e-01
3.678596634944142352e-01,-5.455894636740179354e-02
1.311791467157014113e-01,3.938744735615112846e-01
9.217852506720097816e-01,-3.034065201790912547e-01
4.628234810160945789e-02,4.109728824132332092e-01
-4.833844455489021419e-01,2.990375761657503850e-01
8.867803848201349926e-01,-5.898017544028014703e-01
7.806870775294894038e-01,3.930553393559397257e-01
-1.132869721904228300e-02,-7.912063366169039824e-01
4.736959038531780575e-01,1.311254746778445224e-02
5.301661032383835348e-01,5.224051753891398864e-01
-4.738197076402026475e-01,-2.684078495480519688e-01
-4.543280896335672586e-03,-2.784631903597259983e-01
4.377724757937435651e-01,-6.924784682374314215e-01
6.643261319228082051e-01,-4.366438872493443313e-01
3.695143092437176424e-01,3.695835080454381028e-01
7.389265729505098967e-01,4.480260604740886610e-01
8.250193721705040284e-01,-3.929343605878750090e-01
-4.775388203625606787e-01,1.817913535336861675e-01
2.377851279662797634e-01,-4.679969110399744281e-01
-3.853868582546617350e-01,2.278396804294519074e-01
8.259706704392806298e-01,7.490053861228136434e-01
7.936083631835815222e-01,-1.661606787287104314e-01
8.610798609380568847e-01,-5.347271515002436360e-01
1.309584672563655072e+00,-5.071287789180134453e-01
6.209079515662399018e-01,1.177538548222705206e-01
3.980055525087518031e-01,4.220830991409960653e-01
7.917472221592869452e-02,-8.272134543590554667e-01
3.684870341732655596e-01,-9.969202473777678819e-02
1.801833375824108685e-01,1.375297073028595163e-01
1.022472883309607949e+00,-9.531578218831536775e-01
3.351056885366629490e-01,5.638366558175809951e-02
3.912220453798106456e-01,-1.625534652840035788e-01
2.395206496229956850e-01,3.817996265245102855e-02
-2.389892159207263056e-03,-6.767239951807152432e-02
-5.917682832155894690e-02,-5.530141692881668236e-01
5.531156916029156267e-01,1.225475162322214179e-01
8.576052492361775359e-01,-7.147391911357615923e-02
7.792322001310090229e-01,9.352622047958625284e-02
